version,difficulty,syncSource,service,level,actionType,category,estimatedSavings,description,contentHash,automatedCheck,id,checkImplemented,tipId,actionLabel,title,cloud,implementedInAct,serviceKey,createdAt,drilldownInstructions,drilldownApis,provider,providerRouting,confidenceTag,positiveCount,source
1,medium,bedrock-ai,Azure Firewall,3,advisory,networking,5-20%,Regularly review and consolidate Azure Firewall policy rules to remove unused or overlapping rules. Use Azure Firewall analytics to identify rules that haven't been used in the past 90 days and either remove them or move them to a non-production firewall if needed.,e1a44dba753083b09db9e0be1326d43b05c1762781ee46d91c3f533e2f253b3c,az firewall policy list --query '[].name',azure firewall-003,false,azure firewall-003,View Details,Optimize Firewall Policy Rules,AZURE,,,2026-06-18T02:10:41.701385+00:00,"Each Premium = ~$1,752/mo. Check if Standard is sufficient. For dev/test: use NSGs instead (free). Consolidate via Firewall Manager.","[""az network firewall list"",""az monitor metrics list (Throughput, DataProcessed)""]",,,,,
1,medium,bedrock-ai,Azure Firewall,3,advisory,idle-resources,$100-$500/month,"Identify Azure Firewalls that are not actively processing traffic and deallocate them when not in use. Firewalls incur charges even when idle, so deallocating unused firewalls can lead to substantial cost savings.",27f17abeaea164d50cbd66bde01255dab463b630179af886b4ea1b8116056c81,"az firewall list --query '[?provisioningState==`Succeeded`].[name,location]'",azure firewall-004,false,azure firewall-004,View Details,Deallocate Unused Azure Firewalls,AZURE,,,2026-06-20T02:10:38.143842+00:00,"Each Premium = ~$1,752/mo. Check if Standard is sufficient. For dev/test: use NSGs instead (free). Consolidate via Firewall Manager.","[""az network firewall list"",""az monitor metrics list (Throughput, DataProcessed)""]",,,,,
,medium,,Azure Firewall,2,pending,right-sizing,40-60%,Azure Firewall Basic SKU costs significantly less than Standard/Premium for small businesses and branch offices. Provides core FQDN and network rules without premium features like IDPS.,,,,false,azure-firewall-001,Coming Soon,Use Azure Firewall Basic SKU for smaller deployments,AZURE,false,Azure Firewall,,,,,,,,
,medium,,Azure Firewall,2,pending,scheduling,50-70%,Azure Firewall charges per-hour even without traffic. Deallocate firewalls in dev/test environments after hours using Azure Automation. Reallocate on the same public IP when needed.,,,,false,azure-firewall-002,Coming Soon,Deallocate Azure Firewall in non-production environments,AZURE,false,Azure Firewall,,,,,,,,
,hard,,Azure Firewall,2,pending,architecture,50-75%,Deploy a single Azure Firewall in the hub VNet rather than one per spoke. Route all spoke traffic through the centralized firewall to avoid multiple firewall deployment costs.,,,,false,azure-firewall-003,Coming Soon,Use shared Azure Firewall with hub-spoke topology,AZURE,false,Azure Firewall,,,,,,,,
1,easy,bedrock-ai,Azure Functions,3,advisory,scheduling,20-50%,Use Azure Functions timer triggers to schedule non-critical background tasks instead of keeping VMs or containers running constantly. This reduces compute costs by only invoking resources when needed.,9618710370db6ecb994027388dfb1dda7caaf5a990cdd0656bb9be6dce8054fe,az functionapp show --name <function-app-name> --resource-group <resource-group> --query 'config.timerg-trigger',azure functions-001,false,azure functions-001,View Details,Schedule functions with timers,AZURE,,,2026-06-14T02:10:41.038397+00:00,,,,,,,
1,medium,bedrock-ai,Azure Functions,3,advisory,pricing-model,20-40%,"For functions requiring VNet integration or premium features, migrate from consumption plan to premium plan. While premium has higher base cost, it eliminates the need for App Service plans and reduces overall cost for VNet-enabled workloads.",7662e36372d51b0627a1827162ea4b066871812b13367e866f739388da150470,az functionapp list --query '[?sku.name==`Y1`]' --output table,azure functions-002,false,azure functions-002,View Details,Switch consumption plan functions to premium plan for better VNet integration,AZURE,,,2026-06-23T02:10:38.451127+00:00,,,,,,,
,easy,,Azure Functions,2,pending,architecture,50-80%,Azure Functions Consumption Plan charges only for execution time and memory used. Avoid Premium or Dedicated plans for workloads with fewer than 1M executions/month or sporadic invocation patterns.,,,,false,azure-functions-001,Coming Soon,Use Consumption Plan for sporadic workloads,AZURE,false,Azure Functions,,,,,,,,
,medium,,Azure Functions,2,pending,right-sizing,20-40%,Profile function memory usage and reduce allocation to match actual needs. Optimize code to reduce execution duration — billing is per GB-second. Use async patterns to avoid idle waits.,,,,false,azure-functions-002,Coming Soon,Optimize function memory allocation and execution time,AZURE,false,Azure Functions,,,,,,,,
,medium,,Azure Functions,2,pending,pricing-model,30-55%,"For Functions that run continuously or need VNET integration, use Premium Plan with pre-warmed instances and apply Reserved Instance pricing for predictable monthly savings.",,,,false,azure-functions-003,Coming Soon,Use Premium Plan with reserved instances for steady Functions,AZURE,false,Azure Functions,,,,,,,,
1,medium,bedrock-ai,Azure Kubernetes Service,3,advisory,right-sizing,15-40%,Analyze your workloads to ensure AKS node sizes are optimal and adjust accordingly.,9aed4dcac8ac7150d7746cb2a06f09934bb27b1165d454ff8c605e5e817a91dd,az aks show --resource-group <RESOURCE_GROUP> --name <CLUSTER_NAME> --query 'nodeResourceGroup',azure kubernetes service-001,false,azure kubernetes service-001,View Details,Right-size Azure Kubernetes Service Nodes,AZURE,,,2026-06-07T02:10:38.141377+00:00,"1. List all AKS clusters and their node pools. 2. Check if autoscaling is enabled — fixed-size pools waste capacity during off-hours. 3. Check node CPU usage — if <30% average, the cluster is over-provisioned. 4. For non-production: use Spot node pools (up to 90% savings). 5. Check if cluster autoscaler is configured with appropriate min/max. 6. Consider scale-to-zero for dev/test during off-hours. 7. Use Azure Advisor for specific node pool sizing recommendations.","[""az aks list --query '[].{name:name,nodeResourceGroup:nodeResourceGroup,kubernetesVersion:kubernetesVersion}'"",""az aks nodepool list --cluster-name <cluster> --resource-group <rg>"",""az aks nodepool show --cluster-name <cluster> --resource-group <rg> --name <pool> --query '{vmSize:vmSize,count:count,minCount:minCount,maxCount:maxCount,enableAutoScaling:enableAutoScaling}'"",""az monitor metrics list --resource <cluster_id> --metric 'node_cpu_usage_percentage' --interval P7D --aggregation Average""]",,,,,
1,medium,bedrock-ai,Azure Kubernetes Service,3,advisory,right-sizing,10-30%,"Assess and resize AKS clusters to match workload requirements, avoiding over-provisioning.",cd64063946574940e926dcced0b8d03ccc5885d958f7d68424608115ec7bf3f8,"az aks list --query '[].{name:name, nodeResourceGroup:nodeResourceGroup, nodeCount:nodeCount}' --output table",azure kubernetes service-002,false,azure kubernetes service-002,View Details,Right-size Azure Kubernetes Service clusters,AZURE,,,2026-06-09T02:10:38.815738+00:00,"1. List all AKS clusters and their node pools. 2. Check if autoscaling is enabled — fixed-size pools waste capacity during off-hours. 3. Check node CPU usage — if <30% average, the cluster is over-provisioned. 4. For non-production: use Spot node pools (up to 90% savings). 5. Check if cluster autoscaler is configured with appropriate min/max. 6. Consider scale-to-zero for dev/test during off-hours. 7. Use Azure Advisor for specific node pool sizing recommendations.","[""az aks list --query '[].{name:name,nodeResourceGroup:nodeResourceGroup,kubernetesVersion:kubernetesVersion}'"",""az aks nodepool list --cluster-name <cluster> --resource-group <rg>"",""az aks nodepool show --cluster-name <cluster> --resource-group <rg> --name <pool> --query '{vmSize:vmSize,count:count,minCount:minCount,maxCount:maxCount,enableAutoScaling:enableAutoScaling}'"",""az monitor metrics list --resource <cluster_id> --metric 'node_cpu_usage_percentage' --interval P7D --aggregation Average""]",,,,,
1,medium,bedrock-ai,Azure Kubernetes Service,3,advisory,architecture,10-30%,Use Azure Kubernetes Service node pools to allocate resources more efficiently and reduce costs by matching node pool sizes to workload needs.,fa092ff76185daafd94342afc9771da09ce9396579c6e6f59603481775c91e55,az aks show --resource-group <resource-group> --name <cluster-name> --query 'agentPoolProfiles' --output text,azure kubernetes service-003,false,azure kubernetes service-003,View Details,Optimize AKS node pool usage,AZURE,,,2026-06-13T02:10:39.191113+00:00,Check if autoscaling enabled. Fixed pools waste capacity. Use Spot node pools for non-critical workloads (90% savings). Scale-to-zero for dev/test.,"[""az aks list"",""az aks nodepool list"",""az monitor metrics list (node_cpu_usage)""]",,,,,
,medium,,Azure Kubernetes Service,2,pending,right-sizing,20-40%,Enable AKS cluster autoscaler to scale node pools based on pod demand. Use Virtual Nodes for burst workloads and configure resource requests/limits to improve bin-packing efficiency.,,,,false,azure-aks-001,Coming Soon,Right-size AKS node pools and enable cluster autoscaler,AZURE,false,Azure Kubernetes Service,,,,,,,,
,medium,,Azure Kubernetes Service,2,pending,pricing-model,60-80%,"Add Spot VM node pools to AKS clusters for batch processing, dev/test, and stateless workloads. Configure pod anti-affinity and disruption budgets for workload resilience.",,,,false,azure-aks-002,Coming Soon,Use Spot node pools for interruptible AKS workloads,AZURE,false,Azure Kubernetes Service,,,,,,,,
,medium,,Azure Kubernetes Service,2,pending,scheduling,50-70%,Use KEDA or scheduled autoscaler to scale dev/test node pools to minimum (or zero) after hours. Use AKS Start/Stop feature to completely deallocate non-production clusters overnight.,,,,false,azure-aks-003,Coming Soon,Scale down AKS dev/test clusters outside business hours,AZURE,false,Azure Kubernetes Service,,,,,,,,
,easy,,Azure Kubernetes Service,2,pending,architecture,100%,AKS Free tier provides cluster management at no cost for dev/test. Reserve Paid (Standard/Premium) tier for production where SLA guarantees and advanced features are required.,,,,false,azure-aks-004,Coming Soon,Use AKS Free tier for dev/test clusters,AZURE,false,Azure Kubernetes Service,,,,,,,,
,medium,,Azure Monitor,2,pending,data-management,30-60%,"Reduce Log Analytics costs by filtering verbose logs at collection, setting appropriate retention periods, using Basic Logs tier for debug data, and archiving old data to cheaper storage.",,,,false,azure-monitor-001,Coming Soon,Optimize Log Analytics data ingestion,AZURE,false,Azure Monitor,,,,,,,,
,medium,,Azure Monitor,2,pending,pricing-model,15-30%,Log Analytics commitment tiers (100GB/day+) provide up to 30% discount over pay-as-you-go per-GB pricing. Analyze daily ingestion volume to select the optimal commitment level.,,,,false,azure-monitor-002,Coming Soon,Use commitment tiers for Log Analytics,AZURE,false,Azure Monitor,,,,,,,,
,easy,,Azure Monitor,2,pending,data-management,40-60%,Basic Logs plan reduces ingestion costs by ~60% for verbose diagnostic logs you rarely query. Trade interactive query capabilities for significantly lower per-GB costs.,,,,false,azure-monitor-003,Coming Soon,Use Basic Logs for high-volume diagnostic data,AZURE,false,Azure Monitor,,,,,,,,
1,medium,bedrock-ai,Azure Policy,3,advisory,governance,varies,Define and enforce cost policies using Azure Policy to prevent the creation of resources that exceed budget limits.,ef63f36bfde0ee0a130e34f772fb79c3c27df7b045b57e5693a184ccb38e35e8,"az policy definition list --query ""[?contains(display_name, 'cost') == false]"" --output table",azure policy-001,false,azure policy-001,View Details,Enforce Cost Policies with Azure Policy,AZURE,,,2026-06-02T19:12:00.225415+00:00,,,,,,,
1,medium,bedrock-ai,Azure Policy,3,advisory,governance,varies,Use Azure Policy to enforce tagging for cost allocation.,011898b0b54c6374c204e0dae731afa0f211556e0610fbebec5403a527285bb3,"az policy assignment list --query ""[?definitionName=='RequireTag']"" --output table",azure policy-002,false,azure policy-002,View Details,Enforce Resource Tags,AZURE,,,2026-06-08T02:10:39.276298+00:00,,,,,,,
1,hard,bedrock-ai,Azure Policy,3,advisory,governance,varies,"Create Azure Policy definitions that automatically flag resource deployments that exceed cost thresholds or use non-optimized configurations, preventing unnecessary spending at deployment time.",d3d4223576f79e8b9817fe7119ba310cafc3c95b93392d1d86e9a77b1e341e34,"az policy definition list --query ""[?managementGroupId!=null && 'cost' in parameters]""",azure policy-003,false,azure policy-003,View Details,Implement cost alert policies,AZURE,,,2026-06-15T02:10:38.304135+00:00,,,,,,,
1,hard,bedrock-ai,Azure Policy,3,advisory,governance,varies,"Create Azure Policy definitions to enforce cost management rules, such as limiting resource sizes, restricting specific service deployments, or setting budget thresholds. This proactive approach prevents unnecessary resource creation and helps control spending.",085334ea73357a21a25f3da0ead099bea21f6634efdd627b7a201582f5d51240,az policy definition list --query '[?category==`Cost Management`]',azure policy-004,false,azure policy-004,View Details,Implement Cost Management Policies,AZURE,,,2026-06-20T02:10:38.143842+00:00,,,,,,,
1,medium,bedrock-ai,Azure Policy,3,advisory,governance,varies,Implement Azure Policy definitions that enforce mandatory cost center and environment tags for all resources. This enables better cost allocation and prevents untagged resources from being deployed.,afd776104400f7c2526f491686920e4a29ce2c07d9b1af60460328e7d965bd95,"az policy definition list --query '[*].{name:name,displayName:displayName}'",azure policy-005,false,azure policy-005,View Details,Enforce Azure Policy for resource tagging,AZURE,,,2026-06-22T02:10:38.387494+00:00,,,,,,,
,medium,,Azure Policy,2,pending,tagging,10-20%,"Deploy Azure Policy definitions that deny resource creation without mandatory tags (cost-center, environment, owner). Enables accurate chargeback and orphaned resource identification.",,,,false,azure-policy-001,Coming Soon,Enforce cost-center and environment tags via Policy,AZURE,false,Azure Policy,,,,,,,,
